X,Y,OBJECTID,AUN,SCHOOL_NUM,LOCATION_ID,FACIL_NAME,FACILNAME_LABEL,FACIL_ADDRESS,ZIPCODE,FACIL_TELEPHONE,ACTIVE,GRADE_LEVEL,GRADE_ORG,ENROLLMENT,TYPE,TYPE_SPECIFIC
-75.208186999962962,39.953098999940842,765,126515001,7706,1280,PENN ALEXANDER SCHOOL,Sadie Alexander School,4209 SPRUCE ST,19104,215-400-7760,,ELEMENTARYMIDDLE,'00-08',579,,DISTRICT
-75.127155043814128,39.972708320738036,766,126515001,7244,5160,PENN TREATY HIGH SCHOOL,Penn Treaty High School,600 E THOMPSON ST,19125,215-400-3800,,MIDDLEHIGH,'06-12',539,,DISTRICT
-75.150781477470403,40.043394003501405,767,126515001,3722,6340,"PENNELL, JOSEPH ELEMENTARY",Joseph Pennell School,1800 NEDRO AVE,19141,215-400-3680,,ELEMENTARY,'00-05',436,,DISTRICT
-75.158946490562428,40.065255049560129,768,126515001,6539,6350,"PENNYPACKER, SAMUEL SCHOOL",Samuel Pennypacker School,1858 E WASHINGTON LN,19138,215-400-3510,,ELEMENTARYMIDDLE,'00-07',376,,DISTRICT
-75.247623090222945,39.907812323160528,769,126515001,3616,1440,PENROSE SCHOOL,Penrose School,2515 S 78TH ST,19153,215-400-8310,,ELEMENTARYMIDDLE,'00-08',531,,DISTRICT
-75.154435941931467,39.985408080783841,770,126515001,7850,5050,PHILADELPHIA MILITARY ACADEMY,Philadelphia Military Academy,2118 N 13TH ST,19122,215-400-7420,,HIGH,'09-12',311,,DISTRICT
-75.162644049543914,39.961021589462945,771,126515001,,8780,PHILADELPHIA VIRTUAL ACADEMY,Philadelphia Virtual Academy,440 N BROAD ST,19130,215-400-3110,,MIDDLEHIGH,'06-12',462,,DISTRICT
-75.027130000186318,40.060116000302315,772,126515001,3801,8410,"POLLOCK, ROBERT B. SCHOOL",Robert B. Pollock School,2875 WELSH RD,19152,215-400-3210,,ELEMENTARY,'00-06',628,,DISTRICT
-75.140736287624918,39.997177915513923,773,126515001,5121,5390,POTTER-THOMAS SCHOOL,Potter-Thomas School,3001 N 6TH ST,19133,215-400-7120,,ELEMENTARYMIDDLE,'00-08',559,,DISTRICT
-75.193641193181463,39.960148500769364,774,126515001,3783,1390,"POWEL, SAMUEL SCHOOL",Samuel Powel School,301 N 36TH ST,19104,215-400-7740,,ELEMENTARY,'00-04',268,,DISTRICT
-75.149560520606727,40.047707420245352,775,126515001,6765,7490,PRINCE HALL SCHOOL,Prince Hall School,6101 N GRATZ ST,19141,215-400-3690,,ELEMENTARY,'00-05',539,,DISTRICT
-75.179608999378686,40.008503999549959,776,126515001,7813,6090,RANDOLPH TECHNICAL HIGH SCHOOL,A. Philip Randolph Career and Technical High School,3101 HENRY AVE,19129,215-400-3840,,HIGH,'09-12',495,,DISTRICT
-75.058091643674942,40.058701084898665,777,126515001,3771,8360,RHAWNHURST SCHOOL,Rhawnhurst School,7809 CASTOR AVE,19152,215-400-3220,,ELEMENTARY,'00-05',630,,DISTRICT
-75.220062999917531,39.967339000172991,778,126515001,3614,1410,"RHOADS, JAMES SCHOOL",James Rhoads School,4901 PARRISH ST,19139,215-400-7680,,ELEMENTARYMIDDLE,'00-08',538,,DISTRICT
-75.178129789529379,40.002755940293568,779,126515001,6522,4350,RHODES ELEMENTARY SCHOOL,E. Washington Rhodes School,2900 W CLEARFIELD ST,19132,215-400-7060,,ELEMENTARYMIDDLE,'00-08',564,,DISTRICT
-75.110490999392866,39.983496000305657,780,126515001,3701,5400,RICHMOND SCHOOL,Richmond School,2944 BELGRADE ST,19134,215-400-7150,,ELEMENTARY,'00-05',627,,DISTRICT
-75.205536882674167,39.956971917991972,781,126515001,7780,1050,"ROBESON, PAUL HIGH SCHOOL",Paul Robeson High School for Human Services,4125 LUDLOW ST,19104,215-400-7780,,HIGH,'09-12',304,,DISTRICT
-75.175057050506993,40.048238228860804,782,126515001,3824,6360,ROOSEVELT ELEMENTARY SCHOOL,Theodore Roosevelt School,430 E WASHINGTON LN,19144,215-400-3640,,ELEMENTARYMIDDLE,'00-08',522,,DISTRICT
-75.148566074712107,40.058749817373723,783,126515001,3724,7530,"ROWEN, WILLIAM SCHOOL",William Rowen School,6841 N 19TH ST,19126,215-400-3550,,ELEMENTARY,'00-05',468,,DISTRICT
-75.222821051855476,40.037620648688417,784,126515001,3844,6030,ROXBOROUGH HIGH SCHOOL,Roxborough High School,6498 RIDGE AVE,19128,215-400-3400,,HIGH,'09-12',652,,DISTRICT
-75.221516982690659,40.049372569118418,785,126515001,3861,6040,"SAUL, WALTER B. HIGH SCHOOL",Walter B. Saul High School,7100 HENRY AVE,19128,215-400-3450,,HIGH,'09-12',506,,DISTRICT
-75.238594050310397,39.957593539991606,786,126515001,7245,1100,"SAYRE, WILLIAM L. HIGH SCHOOL",William L. Sayre High School,5800 WALNUT ST,19139,215-400-7800,,HIGH,'09-12',426,,DISTRICT
-75.242334579580188,39.986210584283725,787,126515001,,2680,SCIENCE LDSHP ACADEMY @ BEEBER,The Science Leadership Academy at Beeber,5925 MALVERN AVE,19131,215-400-7270,,HIGH,'09-12',484,,DISTRICT
-75.175859156011995,39.955725588440401,788,126515001,7906,2650,SCIENCE LEADERSHIP ACADEMY,Science Leadership Academy,55 N 22ND ST,19103,215-400-7830,,HIGH,'09-12',501,,DISTRICT
-75.193629229626168,39.962992429478739,789,126515001,,2050,SCIENCE LEADERSHIP ACADEMY MS,Science Leadership Academy Middle School,3509 SPRING GARDEN ST,19104,215-400-8320,,MIDDLE,'05-06',174,,DISTRICT
-75.15084102715322,39.918867752490485,790,126515001,3653,2630,"SHARSWOOD, GEORGE SCHOOL",George W. Sharswood School,2300 S 2ND ST,19148,215-400-8270,,ELEMENTARYMIDDLE,'00-08',547,,DISTRICT
-75.238543000657188,40.051478000081147,791,126515001,3725,6380,SHAWMONT SCHOOL,Shawmont School,535 SHAWMONT AVE,19128,215-400-3440,,ELEMENTARYMIDDLE,'00-08',494,,DISTRICT
-75.13162999989683,39.993651000080511,792,126515001,3702,5410,"SHEPPARD, ISAAC A. SCHOOL",Isaac A. Sheppard School,120 W CAMBRIA ST,19133,215-400-7070,,ELEMENTARY,'00-04',173,,DISTRICT
-75.114224762407559,39.999581931783709,793,126515001,3800,5530,"SHERIDAN, PHILIP H. SCHOOL",Philip H. Sheridan School,800 E ONTARIO ST,19134,215-400-7160,,ELEMENTARY,'00-04',697,,DISTRICT
-75.064724999729108,40.044644000051555,794,126515001,3773,8340,"SOLIS-COHEN, SOLOMON SCHOOL",Solomon Solis-Cohen School,7001 HORROCKS ST,19149,215-400-3250,,ELEMENTARY,'00-05',1198,,DISTRICT
-75.169106500688954,39.923898700521157,795,126515001,3859,2000,SOUTH PHILADELPHIA H.S.,South Philadelphia High School,2101 S BROAD ST,19148,215-400-8400,,HIGH,'09-12',564,,DISTRICT
-75.160242063056472,39.925894720129328,796,126515001,3654,2640,SOUTHWARK SCHOOL,Southwark School,1835 S 9TH ST,19148,215-400-8280,,ELEMENTARYMIDDLE,'00-08',800,,DISTRICT
-75.156140420678327,39.965161549612439,797,126515001,3655,5560,SPRING GARDEN SCHOOL,Spring Garden School,1146 MELON ST,19123,215-400-7610,,ELEMENTARYMIDDLE,'00-08',264,,DISTRICT
-75.072329359817175,40.037561420090526,798,126515001,7234,8350,"SPRUANCE, GILBERT SCHOOL",Gilbert Spruance School,6401 HORROCKS ST,19149,215-400-3290,,ELEMENTARYMIDDLE,'00-08',1412,,DISTRICT
-75.171017000378896,39.94050299955834,799,126515001,3635,2450,"STANTON, EDWIN M. SCHOOL",Edwin M. Stanton School,901 S 17TH ST,19146,215-400-7960,,ELEMENTARYMIDDLE,'00-08',255,,DISTRICT
-75.085112000008493,40.011752000034697,800,126515001,4963,7290,"STEARNE, ALLEN M. SCHOOL",Allen M. Stearne School,1655 UNITY ST,19124,215-400-3980,,ELEMENTARYMIDDLE,'00-08',518,,DISTRICT
-75.156890640319531,40.018795019943042,801,126515001,3727,6390,"STEEL, EDWARD SCHOOL",Edward T. Steel School,4301 WAYNE AVE,19140,215-400-3910,,ELEMENTARYMIDDLE,'00-08',528,,DISTRICT
-75.184024640344362,39.990743709630415,802,126515001,7255,4140,STRAWBERRY MANSION HIGH SCHOOL,Strawberry Mansion High School,3133 RIDGE AVE,19121,215-400-7500,,HIGH,'09-12',294,,DISTRICT
-75.066907355176753,40.01596199838297,803,126515001,3753,7430,"SULLIVAN, JAMES J. SCHOOL",James J. Sullivan School,5300 DITMAN ST,19124,215-400-3960,,ELEMENTARY,'00-05',736,,DISTRICT
-75.013988629290324,40.092109300028824,804,126515001,7072,8090,SWENSON ARTS/TECH HIGH SCHOOL,Swenson Arts and Technology High School,2750 RED LION RD,19114,215-400-3140,,HIGH,'09-12',648,,DISTRICT
-75.154522370222509,39.917212229577643,805,126515001,3657,2690,"TAGGART, JOHN H. SCHOOL",John H. Taggart School,400 W PORTER ST,19148,215-400-8290,,ELEMENTARYMIDDLE,'00-08',448,,DISTRICT
-75.138140426734864,40.007070886922662,806,126515001,3755,7440,"TAYLOR, BAYARD SCHOOL",Bayard Taylor School,3698 N RANDOLPH ST,19140,215-400-3880,,ELEMENTARY,'00-05',549,,DISTRICT
-75.129735999717752,40.006818999766686,807,126515001,,5660,THE LINC,The LINC,122 W ERIE AVE,19140,215-400-3940,,HIGH,'09-12',269,,DISTRICT
-75.146256000196331,39.981982999787704,808,126515001,,5620,THE U SCHOOL,The U School,2000 N 7TH ST,19122,215-400-7460,,HIGH,'09-12',292,,DISTRICT
-75.218553290499059,39.955305889627553,809,126515001,8328,8560,THE WORKSHOP SCHOOL,The Workshop School,221 S HANSON ST,19139,215-400-7730,,HIGH,'09-12',240,,DISTRICT
-75.232358071053,39.921391409474353,810,126515001,3832,1130,TILDEN MIDDLE SCHOOL,William T. Tilden School,6601 ELMWOOD AVE,19142,215-400-8170,,MIDDLE,'05-08',380,,DISTRICT
-75.152772254485399,39.933941492768326,811,126515001,3659,2720,VARE-WASHINGTON ELEMENTARY,Vare-Washington School,1198 S 5TH ST,19147,215-400-8120,,ELEMENTARYMIDDLE,'00-08',364,,DISTRICT
-75.174185999676709,39.97632499967267,812,126515001,,5180,VAUX HIGH SCHOOL,Vaux High School: A Big Picture,2300 W MASTER ST,19121,N/A,,HIGH,'09-09',122,,DISTRICT
-75.147679620611598,40.051747480390368,813,126515001,3835,7130,"WAGNER, GEN. LOUIS MIDDLE SCH.",General Louis Wagner School,1701 CHELTEN AVE,19126,215-400-3560,,MIDDLE,'06-08',517,,DISTRICT
-75.167700600596731,39.964919390550811,814,126515001,7225,2490,"WARING, LAURA W. SCHOOL",Laura W. Waring School,1801 GREEN ST,19130,215-400-7560,,ELEMENTARYMIDDLE,'00-08',290,,DISTRICT
-75.026443882043253,40.106188902123371,815,126515001,6527,8030,"WASHINGTON, GEORGE HIGH SCHOOL",George Washington High School,10175 BUSTLETON AVE,19116,215-400-3100,,HIGH,'09-12',1279,,DISTRICT
-75.117969000523331,40.035479000355913,816,126515001,7663,7370,"WASHINGTON, GROVER JR. MIDDLE","Grover Washington, Jr. School",201 E OLNEY AVE,19120,215-400-3820,,MIDDLE,'05-08',536,,DISTRICT
-75.211179000315767,39.966206000142527,817,126515001,3615,1420,"WASHINGTON, MARTHA SCHOOL",Martha Washington School,766 N 44TH ST,19104,215-400-7770,,ELEMENTARYMIDDLE,'00-08',352,,DISTRICT
-75.104619975525111,39.99624954525521,818,126515001,5124,5590,"WEBSTER, JOHN H. SCHOOL",John H. Webster School,3400 FRANKFORD AVE,19134,215-400-7170,,ELEMENTARY,'00-05',804,,DISTRICT
-75.139321948242596,39.986500511555739,819,126515001,3703,5420,"WELSH, JOHN SCHOOL",John Welsh School,2331 N 4TH ST,19133,215-400-7130,,ELEMENTARYMIDDLE,'00-08',381,,DISTRICT
-75.219654000407189,39.958110000223314,820,126515001,3860,1020,WEST PHILADELPHIA HIGH SCHOOL,West Philadelphia High School,4901 CHESTNUT ST,19139,215-400-7900,,HIGH,'09-12',482,,DISTRICT
-75.146598000536784,40.036705999838482,821,126515001,3728,6400,WIDENER MEMORIAL SCHOOL,Widener Memorial School,1450 W OLNEY AVE,19141,215-400-3710,,ELEMENTARYMIDDLEHIGH,'00-12',142,,DISTRICT
-75.115906999672731,39.993064999902309,822,126515001,6544,5440,"WILLARD, FRANCES E. SCHOOL",Frances E. Willard School,1930 E ELKHART ST,19134,215-400-7180,,ELEMENTARY,'00-04',733,,DISTRICT
-75.028222000182097,40.088287999916687,823,126515001,3803,8400,"FRANK, ANNE SCHOOL",Anne Frank School,2000 BOWLER ST,19115,215-400-3070,,ELEMENTARY,'00-05',1321,,DISTRICT
-75.085153299291974,40.02162926358119,824,126515001,3850,7010,FRANKFORD HIGH SCHOOL,Frankford High School,5000 OXFORD AVE,19124,215-400-7200,,HIGH,'09-12',960,,DISTRICT
-75.162752999690596,39.965048999657192,825,126515001,6822,2290,FRANKLIN LEARNING CENTER,Franklin Learning Center,616 N 15TH ST,19130,215-400-7570,,HIGH,'09-12',888,,DISTRICT
-75.161639999399156,39.963529999860292,826,126515001,3851,2010,"FRANKLIN, BENJAMIN HIGH SCHOOL",Benjamin Franklin High School,550 N BROAD ST,19130,215-400-7600,,HIGH,'09-12',511,,DISTRICT
-75.104293077970311,40.042448242956205,827,126515001,7231,7280,"FRANKLIN, BENJAMIN SCHOOL",Benjamin Franklin School,5735 RISING SUN AVE,19120,215-400-3760,,ELEMENTARYMIDDLE,'00-08',982,,DISTRICT
-75.150584999714226,39.923761999517914,828,126515001,3818,2160,"FURNESS, HORACE HIGH SCHOOL",Furness High School,1900 S 3RD ST,19148,215-400-8300,,HIGH,'09-12',673,,DISTRICT
-75.180763381533694,39.984374919879912,829,126515001,3625,4530,"GIDEON, EDWARD SCHOOL",Edward Gideon School,2817 W GLENWOOD AVE,19121,215-400-7360,,ELEMENTARYMIDDLE,'00-08',285,,DISTRICT
-75.182956411447307,39.921831576159803,830,126515001,7664,2410,GIRARD ACADEMIC MUSIC PROGRAM,Girard Academic Music Program,2136 W RITNER ST,19145,215-400-8230,,MIDDLEHIGH,'05-12',616,,DISTRICT
-75.176810460064885,39.924556524639172,831,126515001,3776,2320,"GIRARD, STEPHEN SCHOOL",Stephen Girard School,1800 SNYDER AVE,19145,215-400-8180,,ELEMENTARY,'00-04',535,,DISTRICT
-75.145225159317803,40.038704913442551,832,126515001,3843,6050,"GIRLS, PHILA HIGH SCHOOL FOR",Philadelphia High School for Girls,1400 W OLNEY AVE,19141,215-400-3700,,HIGH,'09-12',993,,DISTRICT
-75.238133070040561,39.992554908740424,833,126515001,3668,4280,"GOMPERS, SAMUEL SCHOOL",Samuel Gompers School,5701 WYNNEFIELD AVE,19131,215-400-7250,,ELEMENTARYMIDDLE,'00-08',340,,DISTRICT
-75.0576232526914,40.095733370402932,834,126515001,4726,8430,"GREENBERG, JOSEPH SCHOOL",Joseph Greenberg School,600 SHARON LN,19115,215-400-3080,,ELEMENTARYMIDDLE,'00-08',795,,DISTRICT
-75.177392059757622,39.952272340409074,835,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",Albert M. Greenfield School,2200 CHESTNUT ST,19103,215-400-7810,,ELEMENTARYMIDDLE,'00-08',620,,DISTRICT
-75.126805265198072,39.981140050871765,836,126515001,5120,5300,"HACKETT, HORATIO B. SCHOOL",Horatio B. Hackett School,2161 E YORK ST,19125,215-400-7470,,ELEMENTARY,'00-05',370,,DISTRICT
-75.235543000260947,39.955438000419363,837,126515001,5185,1290,"HAMILTON, ANDREW SCHOOL",Andrew Hamilton School,5640 SPRUCE ST,19139,215-400-7650,,ELEMENTARYMIDDLE,'00-08',534,,DISTRICT
-74.989192892495112,40.067372298813368,838,126515001,5041,8770,HANCOCK DEMONSTRATION SCHOOL,John Hancock Demonstration School,3700 MORRELL AVE,19114,215-400-3120,,ELEMENTARYMIDDLE,'00-08',742,,DISTRICT
-75.07456080961677,40.01291693948756,839,126515001,7242,7110,"HARDING, WARREN G. MIDDLE SCH",Warren G. Harding School,2000 WAKELING ST,19124,215-400-3990,,MIDDLE,'06-08',762,,DISTRICT
-75.230595080022283,39.947365169991912,840,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",Avery D. Harrington School,5300 BALTIMORE AVE,19143,215-400-7920,,ELEMENTARYMIDDLE,'00-08',493,,DISTRICT
-75.144977833607783,39.989245640073882,841,126515001,5125,5320,"HARTRANFT, JOHN F. SCHOOL",John F. Hartranft School,720 W CUMBERLAND ST,19133,215-400-7090,,ELEMENTARYMIDDLE,'00-08',513,,DISTRICT
-75.196587759288946,40.046257709904637,842,126515001,3712,6250,"HENRY, CHARLES W. SCHOOL",Charles W. Henry School,601 CARPENTER LN,19119,215-400-3480,,ELEMENTARYMIDDLE,'00-08',480,,DISTRICT
-75.229727000370033,39.977851999575478,843,126515001,5187,4300,"HESTON, EDWARD SCHOOL",Edward Heston School,1621 N 54TH ST,19131,215-400-7290,,ELEMENTARYMIDDLE,'00-08',531,,DISTRICT
-75.203603698872456,39.975254763890796,844,126515001,7903,1030,HIGH SCHOOL OF THE FUTURE,High School of the Future,4021 PARKSIDE AVE,19104,215-400-7790,,HIGH,'09-12',489,,DISTRICT
-75.175174375638534,40.071214298361951,845,126515001,7229,6460,HILL-FREEDMAN WORLD ACADEMY,Hill-Freedman World Academy,1100 E MT PLEASANT AVE,19150,215-400-3530,,MIDDLEHIGH,'06-12',641,,DISTRICT
-75.009108050841675,40.054988773676584,846,126515001,3766,8270,"HOLME, THOMAS SCHOOL",Thomas Holme School,9125 ACADEMY RD,19114,215-400-3130,,ELEMENTARY,'00-06',597,,DISTRICT
-75.102256890126398,40.008413123339821,847,126515001,3742,7300,"HOPKINSON, FRANCIS SCHOOL",Francis Hopkinson School,4001 L ST,19124,215-400-3970,,ELEMENTARYMIDDLE,'00-08',916,,DISTRICT
-75.194819995355971,40.059125265131229,848,126515001,3713,6260,"HOUSTON, HENRY H. SCHOOL",Henry H. Houston School,7300 RURAL LN,19119,215-400-3490,,ELEMENTARYMIDDLE,'00-08',380,,DISTRICT
-75.142111310620678,40.04113186949315,849,126515001,3743,7320,"HOWE, JULIA WARD SCHOOL",Julia W. Howe School,5800 N 13TH ST,19141,215-400-3650,,ELEMENTARY,'00-05',238,,DISTRICT
-75.132127887091244,39.987408378856841,850,126515001,3693,5330,"HUNTER, WILLIAM H. SCHOOL",William H. Hunter School,2400 N FRONT ST,19133,215-400-7110,,ELEMENTARYMIDDLE,'00-08',552,,DISTRICT
-75.163480999553244,39.934623000390125,851,126515001,3642,2510,"JACKSON, ANDREW SCHOOL",Andrew Jackson School,1213 S 12TH ST,19147,215-400-7970,,ELEMENTARYMIDDLE,'00-08',581,,DISTRICT
-75.203368285364093,40.074798004646084,852,126515001,3714,6270,JENKS ACADEMY ARTS & SCIENCES,Jenks Academy for Arts and Sciences,8301 GERMANTOWN AVE,19118,215-400-3360,,ELEMENTARYMIDDLE,'00-08',514,,DISTRICT
-75.168366999523812,39.918772999731694,853,126515001,7227,2520,"JENKS, ABRAM SCHOOL",Abram S. Jenks School,2501 S 13TH ST,19148,215-400-8240,,ELEMENTARY,'00-05',299,,DISTRICT
-75.111029210020519,40.012841219646909,854,126515001,7963,7150,JUNIATA PARK ACADEMY,Juniata Park Academy,801 E HUNTING PARK AVE,19124,215-400-7010,,ELEMENTARYMIDDLE,'00-08',1108,,DISTRICT
-75.148129349363074,39.963857529687395,855,126515001,3645,5480,"KEARNY, GEN. PHILIP SCHOOL",General Philip Kearny School,601 FAIRMOUNT AVE,19123,215-400-7590,,ELEMENTARYMIDDLE,'00-08',333,,DISTRICT
-75.180326889462464,39.980391729893064,856,126515001,3626,4560,"KELLEY, WILLIAM D. SCHOOL",William D. Kelley School,1601 N 28TH ST,19121,215-400-7370,,ELEMENTARYMIDDLE,'00-08',385,,DISTRICT
-75.172421493549763,40.025108213413247,857,126515001,5294,6470,"KELLY, JOHN B. SCHOOL",John B. Kelly School,5116 PULASKI AVE,19144,215-400-3580,,ELEMENTARY,'00-05',684,,DISTRICT
-75.154063469810808,40.005112619076954,858,126515001,3795,4360,KENDERTON ELEMENTARY,Kenderton Elementary School,1500 W ONTARIO ST,19140,215-400-8340,,ELEMENTARYMIDDLE,'00-08',457,,DISTRICT
-75.133406207203464,39.97730571330726,859,126515001,7852,5520,KENSINGTON CAPA,Kensington High School for Creative and Performing Arts,1901 N FRONT ST,19122,215-400-7400,,HIGH,'09-12',497,,DISTRICT
-75.128510422571836,39.984732618592268,860,126515001,7855,5550,KENSINGTON HEALTH SCIENCES,Kensington Health Sciences Academy,2463 EMERALD ST,19125,215-400-3600,,HIGH,'09-12',432,,DISTRICT
-75.126369083755577,39.984431605037059,861,126515001,8143,5700,KENSINGTON HIGH SCHOOL,Kensington High School,2501 CORAL ST,19125,215-400-7700,,HIGH,'09-12',598,,DISTRICT
-75.16050973592526,39.920883179728655,862,126515001,7228,2540,"KEY, FRANCIS SCOTT SCHOOL",Francis S. Key School,2230 S 8TH ST,19148,215-400-8250,,ELEMENTARY,'00-06',471,,DISTRICT
-75.161677855363649,40.056462024960481,863,126515001,6675,6060,"KING, MARTIN LUTHER HIGH SCH.",Martin Luther King High School,6100 STENTON AVE,19138,215-400-3500,,HIGH,'09-12',676,,DISTRICT
-75.156465999520393,39.930019999786367,864,126515001,3647,2580,"KIRKBRIDE, ELIZA B. SCHOOL",Eliza B. Kirkbride School,1501 S 7TH ST,19147,215-400-7980,,ELEMENTARYMIDDLE,'00-08',550,,DISTRICT
-75.266329000526682,39.975465000183682,865,126515001,7810,4320,"LAMBERTON,ROBERT E ELEMENTARY",Robert E. Lamberton School,7501 WOODBINE AVE,19151,215-400-7530,,ELEMENTARYMIDDLE,'00-08',597,,DISTRICT
-75.252746537405315,40.062307943666646,866,126515001,7811,6540,LANKENAU HIGH SCHOOL,Lankenau High School,201 SPRING LANE,19128,215-400-3420,,HIGH,'09-12',348,,DISTRICT
-75.058976000262859,40.020648000159603,867,126515001,3744,7330,"LAWTON, HENRY W. SCHOOL",Henry W. Lawton School,6101 JACKSON ST,19135,215-400-3340,,ELEMENTARY,'00-05',779,,DISTRICT
-75.216347000543891,39.954514999595609,868,126515001,6530,1340,"LEA, HENRY C.",Henry C. Lea School,4700 LOCUST ST,19139,215-400-7660,,ELEMENTARYMIDDLE,'00-08',556,,DISTRICT
-75.042525908457961,40.044088997096551,869,126515001,3845,8010,"LINCOLN, ABRAHAM HIGH SCHOOL",Abraham Lincoln High School,3201 RYAN AVE,19136,215-400-3300,,HIGH,'09-12',1671,,DISTRICT
-75.189613639260969,40.037084130488985,870,126515001,3717,6440,"LINGELBACH, ANNA L. SCHOOL",Anna L. Lingelbach School,6340 WAYNE AVE,19144,215-400-3630,,ELEMENTARYMIDDLE,'00-08',412,,DISTRICT
-75.212435834120654,39.96218479688843,871,126515001,4732,1470,"LOCKE, ALAIN SCHOOL",Alain Locke School,4550 HAVERFORD AVE,19139,215-400-7670,,ELEMENTARYMIDDLE,'00-08',447,,DISTRICT
-75.023637895536567,40.114008838269534,872,126515001,4961,8440,"LOESCHE, WILLIAM H. SCHOOL",William H. Loesche School,595 TOMLINSON RD,19116,215-400-3020,,ELEMENTARY,'00-05',852,,DISTRICT
-75.152059950587287,40.030853060231372,873,126515001,3718,6300,"LOGAN, JAMES SCHOOL",James Logan School,1700 LINDLEY AVE,19141,215-400-3670,,ELEMENTARY,'00-05',330,,DISTRICT
-75.232373160108068,39.940908229481025,874,126515001,6533,1350,"LONGSTRETH, WILLIAM C. SCHOOL",William C. Longstreth School,5700 WILLOWS AVE,19143,215-400-7870,,ELEMENTARYMIDDLE,'00-08',408,,DISTRICT
-75.128890061871701,40.040498626554594,875,126515001,7232,7350,"LOWELL, JAMES R. SCHOOL",James R. Lowell School,450 W NEDRO AVE,19120,215-400-3740,,ELEMENTARY,'00-04',769,,DISTRICT
-75.145853999859924,39.972723999643513,876,126515001,3694,5340,"LUDLOW, JAMES R. SCHOOL",James R. Ludlow School,550 W MASTER ST,19122,215-400-7430,,ELEMENTARYMIDDLE,'00-08',315,,DISTRICT
-75.087491159876336,40.014670314719389,877,126515001,3797,7360,"MARSHALL, JOHN SCHOOL",John Marshall School,4500 GRISCOM ST,19124,215-400-3950,,ELEMENTARY,'00-05',395,,DISTRICT
-75.134562464619862,40.030180161725838,878,126515001,7521,5500,"MARSHALL, THURGOOD SCHOOL",Thurgood Marshall School,5120 N 6TH ST,19120,215-400-3770,,ELEMENTARYMIDDLE,'00-08',805,,DISTRICT
-75.112082762940844,39.992447015084394,879,126515001,3842,5060,"MASTBAUM, JULES E. HIGH SCHOOL",Jules E. Mastbaum Area Vocational Technical High School,3116 FRANKFORD AVE,19134,215-400-7220,,HIGH,'09-12',787,,DISTRICT
-75.165732782731936,39.963450899886489,880,126515001,3808,2140,"MASTERMAN,JULIA R. HIGH SCHOOL",Julia R. Masterman School,1699 SPRING GARDEN ST,19130,215-400-7580,,MIDDLEHIGH,'05-12',1198,,DISTRICT
-75.051920381490689,40.039341878280133,881,126515001,3769,8300,MAYFAIR SCHOOL,Mayfair School,3001 PRINCETON AVE,19149,215-400-3280,,ELEMENTARYMIDDLE,'00-08',1653,,DISTRICT
-75.152366532041,39.944598132546751,882,126515001,3648,2340,"MC CALL, GEN. GEORGE A. SCHOOL",General George A. McCall School,325 S 7TH ST,19106,215-400-7840,,ELEMENTARYMIDDLE,'00-08',727,,DISTRICT
-75.137573999429691,40.015177999505823,883,126515001,6534,7380,"MC CLURE, ALEXANDER K. SCHOOL",Alexander K. McClure School,600 W HUNTING PARK AVE,19140,215-400-3870,,ELEMENTARY,'00-05',620,,DISTRICT
-75.194765250793637,39.966549632801261,884,126515001,3611,1360,"MC MICHAEL, MORTON SCHOOL",Morton McMichael School,3543 FAIRMOUNT AVE,19104,215-400-7750,,ELEMENTARYMIDDLE,'00-08',370,,DISTRICT
-75.17470002326219,40.081411720109507,885,126515001,3719,6310,"MCCLOSKEY, JOHN F. SCHOOL",John F. McCloskey School,8500 PICKERING ST,19150,215-400-3380,,ELEMENTARYMIDDLE,'00-08',456,,DISTRICT
-75.181793000140019,39.929592000501103,886,126515001,3629,2370,"MCDANIEL, DELAPLAINE SCHOOL",Delaplaine McDaniel School,1801 S 22ND ST,19145,215-400-8220,,ELEMENTARYMIDDLE,'00-08',440,,DISTRICT
-75.141248659563431,39.983051277898156,887,126515001,5293,5350,"MCKINLEY, WILLIAM SCHOOL",William McKinley School,2101 N ORKNEY ST,19122,215-400-7440,,ELEMENTARYMIDDLE,'00-08',448,,DISTRICT
-75.164717999752583,39.978586999667151,888,126515001,3630,4570,"MEADE, GEN. GEORGE G. SCHOOL",General George G. Meade School,1600 N 18TH ST,19121,215-400-7310,,ELEMENTARYMIDDLE,'00-08',375,,DISTRICT
-75.044206000058338,40.045606999609369,889,126515001,6768,8140,"MEEHAN, AUSTIN MIDDLE SCHOOL",Austin Meehan School,3001 RYAN AVE,19152,215-400-3240,,MIDDLE,'07-08',593,,DISTRICT
-75.150998323848754,39.939662193890889,890,126515001,3649,2380,"MEREDITH, WILLIAM M. SCHOOL",William M. Meredith School,725 S 5TH ST,19147,215-400-7990,,ELEMENTARYMIDDLE,'00-08',573,,DISTRICT
-75.191609025359924,40.013529959142758,891,126515001,3720,6320,"MIFFLIN, THOMAS SCHOOL",Thomas Mifflin School,3624 CONRAD ST,19129,215-400-3830,,ELEMENTARYMIDDLE,'00-08',308,,DISTRICT
